Item ID (hex), Buy Price, Sell Price, Item Name, item_type, file_name, file_desc
00D5, 10000, 2500, sabertooth skull, Kind_Fossil, FtrFossilSmilodonA, スミロドンのあたま
00D6, 8000, 2000, sabertooth tail, Kind_Fossil, FtrFossilSmilodonB, スミロドンのからだ
00D8, 20000, 5000, diplo skull, Kind_Fossil, FtrFossilDiplodocusA, ディプロドクスのあたま
00D9, 18000, 4500, diplo neck, Kind_Fossil, FtrFossilDiplodocusB, ディプロドクスのくび
00DA, 16000, 4000, diplo chest, Kind_Fossil, FtrFossilDiplodocusC, ディプロドクスのむね
00DB, 18000, 4500, diplo pelvis, Kind_Fossil, FtrFossilDiplodocusD, ディプロドクスのこし
00DC, 20000, 5000, diplo tail, Kind_Fossil, FtrFossilDiplodocusE, ディプロドクスのしっぽ
00DE, 16000, 4000, spino skull, Kind_Fossil, FtrFossilSpinosaurusA, スピノサウルスのあたま
00DF, 12000, 3000, spino torso, Kind_Fossil, FtrFossilSpinosaurusB, スピノサウルスのからだ
00E0, 10000, 2500, spino tail, Kind_Fossil, FtrFossilSpinosaurusC, スピノサウルスのしっぽ
00E2, 20000, 5000, stego skull, Kind_Fossil, FtrFossilStegosaurusA, ステゴサウルスのあたま
00E3, 18000, 4500, stego torso, Kind_Fossil, FtrFossilStegosaurusB, ステゴサウルスのからだ
00E4, 16000, 4000, stego tail, Kind_Fossil, FtrFossilStegosaurusC, ステゴサウルスのしっぽ
00EA, 16000, 4000, plesio skull, Kind_Fossil, FtrFossilElasmosaurusA, フタバサウルスのあたま
00EB, 18000, 4500, plesio body, Kind_Fossil, FtrFossilElasmosaurusB, フタバサウルスのからだ
00EC, 18000, 4500, plesio tail, Kind_Fossil, FtrFossilElasmosaurusC, フタバサウルスのしっぽ
00EE, 24000, 6000, T. rex skull, Kind_Fossil, FtrFossilTRexA, Tレックスのあたま
00EF, 22000, 5500, T. rex torso, Kind_Fossil, FtrFossilTRexB, Tレックスのからだ
00F0, 20000, 5000, T. rex tail, Kind_Fossil, FtrFossilTRexC, Tレックスのしっぽ
00F2, 22000, 5500, tricera skull, Kind_Fossil, FtrFossilTriceratopsA, トリケラトプスのあたま
00F3, 20000, 5000, tricera torso, Kind_Fossil, FtrFossilTriceratopsB, トリケラトプスのからだ
00F4, 18000, 4500, tricera tail, Kind_Fossil, FtrFossilTriceratopsC, トリケラトプスのしっぽ
011F, 4800, 1200, exercise bike, Ftr_1x1_Floor, FtrExercisebike, エクササイズバイク
0122, 64000, 16000, treadmill, Ftr_2x1_Floor, FtrRunningmachine, ランニングマシン
0126, 4800, 1200, amber, Kind_Fossil, FtrFossilAmber, コハク
0127, 4400, 1100, ammonite, Kind_Fossil, FtrFossilAmmonoidea, アンモナイト
0128, 4400, 1100, coprolite, Kind_Fossil, FtrFossilCoprolite, ウンコのかせき
012A, 5200, 1300, archaeopteryx, Kind_Fossil, FtrFossilArchaeopteryx, しそちょう
012C, 4000, 1000, dinosaur track, Kind_Fossil, FtrFossilIchnology, あしあとのかせき
012D, 4400, 1100, australopith, Kind_Fossil, FtrFossilAustralopithecus, アウストラロピテクス
012E, 4000, 1000, shark-tooth pattern, Kind_Fossil, FtrFossilShark, サメのはのかせき
012F, 5200, 1300, trilobite, Kind_Fossil, FtrFossilTrilobite, さんようちゅう
0148, 640, 160, crucian carp, Kind_Fish, FtrFishFuna, フナ
0149, 5200, 1300, goldfish, Kind_Fish, FtrFishKingyo, キンギョ
014A, 2500, 625, barbecue, Ftr_1x1_Floor, FtrBarbecuegrill, バーベキューグリル
014B, 3600, 900, birdbath, Ftr_1x1_Floor, FtrBirdbus, バードバス
014D, 3360, 840, birdhouse, Ftr_1x1_Floor, FtrBirdhouse, すばこ
014F, 3000, 750, Mr. Flamingo, Ftr_1x1_Floor, FtrFlamingoMale, おすのフラミンゴ
0150, 3000, 750, Mrs. Flamingo, Ftr_1x1_Floor, FtrFlamingoFemale, めすのフラミンゴ
0152, 2900, 725, lawn mower, Ftr_1x1_Floor, FtrLawnmower, しばかりき
0157, 2600, 650, tiki torch, Ftr_1x1_Floor, FtrTorch, たいまつ
017F, 12840, 3210, acoustic guitar, Ftr_1x1_Floor, FtrAcorsticguitar, アコースティックギター
0212, 1920, 480, grass standee, Kind_Ftr, FtrHariboteGrass, ハリボテのくさ
0213, 2400, 600, hedge standee, Kind_Ftr, FtrHariboteHedge, ハリボテのいけがき
0214, 4320, 1080, mountain standee, Ftr_2x1_Floor, FtrHariboteMountain, ハリボテのやま
0215, 6240, 1560, tree standee, Ftr_2x1_Floor, FtrHariboteTree, ハリボテのき
0222, 2100, 525, stadiometer, Ftr_1x1_Floor, FtrStadiometer, しんちょうけい
0246, 1000, 250, brown cicada, Kind_Insect, FtrInsectAburazemi, アブラゼミ
0247, 960, 240, tiger butterfly, Kind_Insect, FtrInsectAgehacho, アゲハチョウ
0248, 10000, 2500, Rajah Brooke's birdwing, Kind_Insect, FtrInsectAkaeritoribaneageha, アカエリトリバネアゲハ
0249, 720, 180, red dragonfly, Kind_Insect, FtrInsectAkiakane, アキアカネ
024A, 16000, 4000, Queen Alexandra's birdwing, Kind_Insect, FtrInsectArekisandoratoribaneageha, アレキサンドラトリバネアゲハ
024B, 520, 130, pondskater, Kind_Insect, FtrInsectAmenbo, アメンボ
024C, 320, 80, ant, Kind_Insect, FtrInsectAri, アリ
024E, 1000, 250, pill bug, Kind_Insect, FtrInsectDangomushi, ダンゴムシ
024F, 800, 200, wharf roach, Kind_Insect, FtrInsectFunamushi, フナムシ
0250, 520, 130, moth, Kind_Insect, FtrInsectGa, ガ
0252, 3200, 800, diving beetle, Kind_Insect, FtrInsectGengorou, ゲンゴロウ
0253, 920, 230, darner dragonfly, Kind_Insect, FtrInsectGinyanma, ギンヤンマ
0254, 32000, 8000, goliath beetle, Kind_Insect, FtrInsectGoraiasuohtsunohanamuguri, ゴライアスオオツノハナムグリ
0255, 240, 60, fly, Kind_Insect, FtrInsectHae, ハエ
0256, 9600, 2400, orchid mantis, Kind_Insect, FtrInsectHanakamakiri, ハナカマキリ
0257, 6000, 1500, tiger beetle, Kind_Insect, FtrInsectHanmyou, ハンミョウ
0258, 48000, 12000, horned hercules, Kind_Insect, FtrInsectHerakuresuohkabuto, ヘラクレスオオカブト
0259, 2200, 550, evening cicada, Kind_Insect, FtrInsectHigurashi, ヒグラシ
025A, 32000, 8000, cyclommatus stag, Kind_Insect, FtrInsectHosoakakuwagata, ホソアカクワガタ
025B, 1200, 300, firefly, Kind_Insect, FtrInsectHotaru, ホタル
025C, 12000, 3000, dung beetle, Kind_Insect, FtrInsectFunkorogashi, フンコロガシ
025D, 1600, 400, rice grasshopper, Kind_Insect, FtrInsectInago, イナゴ
025E, 520, 130, mosquito, Kind_Insect, FtrInsectKa, カ
025F, 1720, 430, mantis, Kind_Insect, FtrInsectKamakiri, カマキリ
0260, 480, 120, stinkbug, Kind_Insect, FtrInsectKamemushi, カメムシ
0261, 1400, 350, citrus long-horned beetle, Kind_Insect, FtrInsectGomadarakamikiri, ゴマダラカミキリ
0262, 10000, 2500, peacock butterfly, Kind_Insect, FtrInsectKarasuageha, カラスアゲハ
0263, 1000, 250, snail, Kind_Insect, FtrInsectKatatsumuri, カタツムリ
0264, 5400, 1350, horned dynastid, Kind_Insect, FtrInsectKabutomushi, カブトムシ
0265, 640, 160, grasshopper, Kind_Insect, FtrInsectKirigirisu, キリギリス
0266, 1200, 300, earth-boring dung beetle, Kind_Insect, FtrInsectSenchikogane, オオセンチコガネ
0267, 32000, 8000, horned atlas, Kind_Insect, FtrInsectKohkasasuohkabuto, コーカサスオオカブト
0268, 2400, 600, walking leaf, Kind_Insect, FtrInsectKonohamushi, コノハムシ
0269, 520, 130, cricket, Kind_Insect, FtrInsectKohrogi, コオロギ
026A, 2000, 500, giant cicada, Kind_Insect, FtrInsectKumazemi, クマゼミ
026B, 2400, 600, spider, Kind_Insect, FtrInsectKumo, クモ
026C, 12000, 3000, agrias butterfly, Kind_Insect, FtrInsectMiirotateha, ミイロタテハ
026D, 1200, 300, robust cicada, Kind_Insect, FtrInsectMinminzemi, ミンミンゼミ
026E, 2400, 600, bagworm, Kind_Insect, FtrInsectMinomushi, ミノムシ
026F, 800, 200, honeybee, Kind_Insect, FtrInsectMitsubachi, ミツバチ
0270, 4000, 1000, miyama stag, Kind_Insect, FtrInsectMiyamakuwagata, ミヤマクワガタ
0271, 640, 160, yellow butterfly, Kind_Insect, FtrInsectMonkicho, モンキチョウ
0272, 640, 160, common butterfly, Kind_Insect, FtrInsectMonshirocho, モンシロチョウ
0273, 16000, 4000, emperor butterfly, Kind_Insect, FtrInsectMorufuocho, モルフォチョウ
0274, 1200, 300, centipede, Kind_Insect, FtrInsectMukade, ムカデ
0276, 2400, 600, walking stick, Kind_Insect, FtrInsectNanafushi, ナナフシ
0277, 24000, 6000, rainbow stag, Kind_Insect, FtrInsectNijiirokuwagata, ニジイロクワガタ
0278, 8000, 2000, saw stag, Kind_Insect, FtrInsectNokogirikuwagata, ノコギリクワガタ
0279, 280, 70, flea, Kind_Insect, FtrInsectNomi, ノミ
027A, 2000, 500, mole cricket, Kind_Insect, FtrInsectOkera, オケラ
027B, 18000, 4500, banded dragonfly, Kind_Insect, FtrInsectOniyanma, オニヤンマ
027C, 560, 140, monarch butterfly, Kind_Insect, FtrInsectOhkabamadara, オオカバマダラ
027D, 40000, 10000, giant stag, Kind_Insect, FtrInsectOhkuwagata, オオクワガタ
027E, 48000, 12000, golden stag, Kind_Insect, FtrInsectOugononikuwagata, オウゴンオニクワガタ
027F, 40000, 10000, scarab beetle, Kind_Insect, FtrInsectPurachinakogane, プラチナコガネ
0280, 32000, 8000, scorpion, Kind_Insect, FtrInsectSasori, サソリ
0281, 40, 10, cicada shell, Kind_Insect, FtrInsectSeminonukegara, セミのぬけがら
0282, 1720, 430, bell cricket, Kind_Insect, FtrInsectSuzumushi, スズムシ
0283, 10000, 2500, wasp, Kind_Insect, FtrInsectHachi, ハチ
0284, 800, 200, long locust, Kind_Insect, FtrInsectShoryobatta, ショウリョウバッタ
0285, 9600, 2400, jewel beetle, Kind_Insect, FtrInsectTamamushi, タマムシ
0286, 32000, 8000, tarantula, Kind_Insect, FtrInsectTaranchura, タランチュラ
0287, 800, 200, ladybug, Kind_Insect, FtrInsectTentoumushi, テントウムシ
0288, 2400, 600, migratory locust, Kind_Insect, FtrInsectTonosamabatta, トノサマバッタ
0289, 1600, 400, walker cicada, Kind_Insect, FtrInsectTsukutsukuhousi, ツクツクホウシ
028A, 1800, 450, violin beetle, Kind_Insect, FtrInsectBaiorinmushi, バイオリンムシ
028B, 4000, 1000, hermit crab, Kind_Insect, FtrInsectYadokari, ヤドカリ
028C, 12000, 3000, Atlas moth, Kind_Insect, FtrInsectYonagunisan, ヨナグニサン
028D, 32000, 8000, horned elephant, Kind_Insect, FtrInsectZoukabuto, ゾウカブト
0298, 920, 230, beach chair, Ftr_2x1_Bed, FtrBeachbed, ビーチベッド
0299, 14000, 3500, wave breaker, Ftr_2x2_Floor, FtrTetrapod, しょうはブロック
029B, 1400, 350, shaved-ice maker, Ftr_1x1_Floor, FtrIcemachine, かきごおりき
029D, 2400, 600, ukulele, Ftr_1x1_Floor, FtrUkulele, ウクレレ
02A4, 10800, 2700, tall lantern, Ftr_1x1_Floor, FtrStonelantern, とうろう
02A5, 6960, 1740, deer scare, Ftr_1x1_Floor, FtrShishiodoshi, ししおどし
02AA, 1440, 360, boomerang, Kind_Ftr, FtrBoomerang, ブーメラン
02AB, 1800, 450, bottled ship, Ftr_1x1_Floor, FtrBottleship, ボトルシップ
02AD, 5200, 1300, Dala horse, Ftr_1x1_Floor, FtrDalecarlianhorse, ダーラヘスト
02B0, 8120, 2030, pagoda, Kind_Ftr, FtrGojyu, ごじゅうのとう
02B1, 1500, 375, paper tiger, Ftr_1x1_Floor, FtrHarikoTiger, はりこのとら
02B2, 4800, 1200, hula doll, Ftr_1x1_Floor, FtrHuladoll, フラダンスにんぎょう
02B5, 9200, 2300, Statue of Liberty, Ftr_1x1_Floor, FtrLiberty, じゆうのめがみ
02BA, 7600, 1900, moai statue, Ftr_2x2_Floor, FtrMoai, モアイ
02BC, 9200, 2300, Tower of Pisa, Ftr_1x1_Floor, FtrPisa, ピサのしゃとう
02C0, 880, 220, tapestry, Kind_Ftr, FtrTapestry, タペストリー
02C6, 5120, 1280, bamboo bench, Ftr_2x1_Floor, FtrBambooChairL, たけのベンチ
02CC, 140000, 35000, screen, Ftr_2x1_Floor, FtrScreenByoubu, びょうぶ
02CD, 3300, 825, clay furnace, Ftr_2x1_Floor, FtrKitchenKamado, かまどのキッチン
02D2, 21880, 5470, hearth, Ftr_2x2_Floor, FtrIrori, いろり
02D4, 710, 177, kettle, Ftr_1x1_Floor, FtrKettleJapan, やかん
02D5, 780, 195, paper lantern, Ftr_1x1_Floor, FtrLampJapan, あんどん
02D9, 9000, 2250, garden rock, Ftr_1x1_Floor, FtrGardenrock, よくあるにわいし
02DA, 36000, 9000, tall garden rock, Ftr_1x1_Floor, FtrGardenrockTall, たかいにわいし
02E3, 5760, 1440, tea table, Ftr_2x2_Floor, FtrDiningtableJapan, ちゃぶだい
02E6, 5900, 1475, fireplace, Ftr_2x1_Floor, FtrFireplace, だんろ
0313, 2900, 725, tape deck, Ftr_1x1_Floor, FtrRadicase, ラジカセ
0316, 82000, 20500, hi-fi stereo, Ftr_2x1_Floor, FtrComponentHighclass, こうきゅうコンポ
0317, 5600, 1400, jukebox, Ftr_1x1_Floor, FtrJukebox, ジュークボックス
0319, 10000, 2500, high-end stereo, Ftr_2x1_Floor, FtrComponentPro, マルチコンポ
031A, 53000, 13250, phonograph, Ftr_1x1_Floor, FtrPhonograph, ちくおんき
031C, 6000, 1500, retro stereo, Ftr_2x1_Floor, FtrStereoRetro, レトロなステレオ
0325, 6400, 1600, mush lamp, Ftr_1x1_Floor, FtrMushroomLamp, キノコのランプ
0328, 6080, 1520, mush table, Ftr_2x2_Floor, FtrMushroomTableL, キノコのテーブル
0340, 2200, 550, modern office chair, Ftr_1x1_Chair, FtrOfficeChair, オフィスのチェア
0341, 3700, 925, upright locker, Ftr_1x1_Floor, FtrLocker, ロッカー
0347, 3600, 900, safe, Ftr_1x1_Floor, FtrSafebox, きんこ
0348, 3600, 900, office desk, Ftr_2x1_Floor, FtrOfficeTable, オフィスのデスク
034E, 3400, 850, alto saxophone, Ftr_1x1_Floor, FtrAltosax, アルトサックス
0351, 5100, 1275, amp, Ftr_1x1_Floor, FtrAmp, アンプ
035F, 77000, 19250, billiard table, Ftr_2x1_Floor, FtrBilliard, ビリヤードのだい
0360, 1000, 250, bingo wheel, Ftr_1x1_Floor, FtrBingo, ビンゴマシン
0361, 3840, 960, birdcage, Ftr_1x1_Floor, FtrBirdcage, とりかご
0366, 1100, 275, book stands, Ftr_1x1_Floor, FtrBookstand, ブックスタンド
036B, 820, 205, breaker, Kind_Ftr, FtrBreaker, ブレーカー
0370, 4440, 1110, wooden bucket, Ftr_1x1_Floor, FtrBucketWood, もくせいのバケツ
0379, 1300, 325, camp stove, Ftr_1x1_Floor, FtrKocher, コッフェル
037B, 2400, 600, holiday candle, Ftr_1x1_Floor, FtrCandleXmas, クリスマスキャンドル
0380, 3000, 750, cat tower, Ftr_1x1_Floor, FtrCattower, キャットタワー
038B, 3800, 950, vacuum cleaner, Ftr_1x1_Floor, FtrCleaner, そうじき
038C, 2500, 625, upright vacuum, Ftr_1x1_Floor, FtrCleanerStick, スティックそうじき
0393, 3200, 800, cuckoo clock, Kind_Ftr, FtrCuckooclock, はとどけい
0396, 270, 67, coffee cup, Ftr_1x1_Floor, FtrCoffeecup, コーヒーカップ
0398, 2200, 550, coffee grinder, Ftr_1x1_Floor, FtrCoffeemill, コーヒーミル
03A0, 3000, 750, pot rack, Kind_Ftr, FtrPotrack, キッチンつるし
03A1, 63000, 15750, air conditioner, Kind_Ftr, FtrAirconditioner, エアコン
03A9, 5200, 1300, dartboard, Ftr_1x1_Floor, FtrDarts, ダーツボード
03AD, 9300, 2325, DJ's turntable, Ftr_2x1_Floor, FtrDJbooth, DJブース
03B6, 6800, 1700, effects rack, Ftr_1x1_Floor, FtrEffectorrack, エフェクターラック
03BA, 5600, 1400, espresso maker, Ftr_1x1_Floor, FtrEspresso, エスプレッソマシン
03BB, 810, 202, exit sign, Kind_Ftr, FtrExit, ひじょうぐち
03BD, 1200, 300, ventilation fan, Kind_Ftr, FtrExtractorfan, かんきせん
03CB, 40000, 10000, snack machine, Ftr_2x1_Floor, FtrFoodmachine, おかしのじはんき
03CF, 4000, 1000, fruit basket, Ftr_1x1_Floor, FtrFruitbasket, フルーツバスケット
03D5, 1800, 450, go board, Ftr_1x1_Floor, FtrGo, ごばん
03DB, 130000, 32500, harp, Ftr_1x1_Floor, FtrHarp, ハープ
03E5, 880, 220, incense burner, Ftr_1x1_Floor, FtrIncense, おこう
03E6, 170000, 42500, kitchen island, Ftr_2x2_Floor, FtrKitchenIsland, アイランドキッチン
03FF, 5200, 1300, pile of leaves, Kind_Ftr, FtrFallenleaves, おちば
0405, 870, 217, low screen, Kind_Ftr, FtrScreenJapanLow, ひくいついたて
0408, 2760, 690, magazine rack, Ftr_1x1_Floor, FtrMagazinerack, マガジンラック
0412, 1300, 325, metronome, Ftr_1x1_Floor, FtrMetronome, メトロノーム
0413, 3000, 750, microwave, Ftr_1x1_Floor, FtrMicrowave, でんしレンジ
0415, 1800, 450, silver mic, Ftr_1x1_Floor, FtrMikeBone, ガイコツマイク
041A, 1400, 350, mixer, Ftr_1x1_Floor, FtrMixer, ミキサー
041E, 50000, 12500, moon, Ftr_2x2_Floor, FtrMoon, つき
0422, 3840, 960, music stand, Ftr_1x1_Floor, FtrMusicstand, ふめんだい
0439, 53000, 13250, upright piano, Ftr_2x1_Floor, FtrPianoUpright, アップライトピアノ
043A, 1300, 325, picnic basket, Ftr_1x1_Floor, FtrPicnicbasket, ピクニックバスケット
043F, 2700, 675, pinball machine, Ftr_1x1_Floor, FtrPinball, ピンボールだい
0444, 4900, 1225, popcorn machine, Ftr_1x1_Floor, FtrPopcornmachine, ポップコーンマシン
044F, 3840, 960, rocking chair, Ftr_1x1_Chair, FtrRockingchair, ロッキングチェア
0457, 17400, 4350, outdoor bath, Kind_Ftr, FtrOpenairbath, ろてんぶろ
0458, 2900, 725, colorful wheel, Ftr_2x1_Floor, FtrRoulette, ルーレット
045C, 48000, 12000, sandbox, Kind_Ftr, FtrSandbox, すなば
045D, 2100, 525, sand castle, Ftr_1x1_Floor, FtrSandcastle, すなのしろ
0460, 520, 130, scarecrow, Ftr_1x1_Floor, FtrScarecrow, かかし
0464, 1200, 300, sea globe, Ftr_1x1_Floor, FtrSeaglobe, シーグローブ
0465, 1400, 350, revolving spice rack, Ftr_1x1_Floor, FtrSeasoning, ちょうみりょういれ
0466, 100000, 25000, server, Ftr_1x1_Floor, FtrServer, サーバー
0467, 2200, 550, old sewing machine, Ftr_2x1_Floor, FtrSewingmachineRetro, ふるいミシン
0468, 2100, 525, sewing machine, Ftr_1x1_Floor, FtrSewingmachine, ミシン
046B, 2200, 550, outdoor air conditioner, Ftr_1x1_Floor, FtrOutdoorunit, しつがいき
0477, 5500, 1375, smoker, Ftr_1x1_Floor, FtrSmoker, くんせいマシン
0479, 1300, 325, snow globe, Ftr_1x1_Floor, FtrSnowglobe, スノーグローブ
047D, 80000, 20000, soccer goal, Kind_Ftr, FtrSoccergoal, サッカーゴール
0481, 970, 242, spinning wheel, Ftr_1x1_Floor, FtrSpinning, いとぐるま
0485, 15280, 3820, brick oven, Kind_Ftr, FtrStoneoven, いしがま
0489, 500, 125, cream and sugar, Ftr_1x1_Floor, FtrSugermilk, シュガー&ミルク
048D, 1000, 250, surveillance camera, Kind_Ftr, FtrSurveillance, かんしカメラ
0492, 5760, 1440, swinging bench, Ftr_2x1_Floor, FtrSwingWood, ベンチブランコ
0493, 66000, 16500, synthesizer, Ftr_2x1_Floor, FtrSynthesizer, シンセサイザー
0499, 2300, 575, foosball table, Ftr_2x1_Floor, FtrTablesoccer, テーブルサッカー
049D, 44000, 11000, tennis table, Ftr_2x1_Floor, FtrTakkyu, たっきゅうだい
04A1, 48000, 12000, phone box, Ftr_1x1_Floor, FtrTelephonebox, でんわボックス
04A2, 5600, 1400, telescope, Ftr_1x1_Floor, FtrTelescope, ぼうえんきょう
04A5, 240, 60, tire stack, Ftr_1x1_Floor, FtrTyres, つまれたタイヤ
04AF, 1600, 400, tricycle, Ftr_1x1_Floor, FtrTricycle, さんりんしゃ
04B0, 1800, 450, gold fish trophy, Ftr_1x1_Floor, FtrTrophyFishGold, きんのサカナトロフィー
04B1, 1700, 425, silver fish trophy, Ftr_1x1_Floor, FtrTrophyFishSilver, ぎんのサカナトロフィー
04B2, 1600, 400, bronze fish trophy, Ftr_1x1_Floor, FtrTrophyFishBronz, どうのサカナトロフィー
04B3, 1800, 450, gold bug trophy, Ftr_1x1_Floor, FtrTrophyInsectGold, きんのムシトロフィー
04B4, 1700, 425, silver bug trophy, Ftr_1x1_Floor, FtrTrophyInsectSilver, ぎんのムシトロフィー
04B5, 1600, 400, bronze bug trophy, Ftr_1x1_Floor, FtrTrophyInsectBronz, どうのムシトロフィー
04BB, 2000, 500, typewriter, Ftr_1x1_Floor, FtrTypewriter, タイプライター
04C1, 1900, 475, standing toilet, Ftr_1x1_Floor, FtrWCUrinal, しょうべんき
04C5, 32000, 8000, video camera, Ftr_1x1_Floor, FtrVideocamera, ビデオカメラ
04CB, 76000, 19000, deluxe washer, Ftr_1x1_Floor, FtrWashingmachineDrum, ドラムしきせんたくき
04CD, 3300, 825, bathroom sink, Ftr_1x1_Floor, FtrWashstand, せんめんだい
04D0, 3400, 850, water cooler, Ftr_1x1_Floor, FtrWaterserver, ウォーターサーバー
04D2, 20000, 5000, portable toilet, Ftr_1x1_Floor, FtrWCPortable, かせつトイレ
04D9, 26520, 6630, DIY workbench, Ftr_2x1_Floor, FtrWorkbench, DIYさぎょうだい
04DB, 1800, 450, flashy-flower sign, Ftr_1x1_Floor, FtrWreath, はなわ
04EF, 10400, 2600, pear wardrobe, Ftr_1x1_Floor, FtrFruitsClosetLR, ナシのクロゼット
04F2, 8400, 2100, barrel, Ftr_1x1_Floor, FtrPirateBarrel, たる
04FD, 2300, 575, cacao tree, Ftr_1x1_Floor, FtrPlantCacao, カカオ
0508, 1200, 300, fan palm, Ftr_1x1_Floor, FtrPlantYamadoriyashi, ヤマドリヤシ
051C, 980, 245, school chair, Ftr_1x1_Chair, FtrSchoolChairS, がっこうのイス
0525, 3500, 875, anatomical model, Ftr_1x1_Floor, FtrAnatomicalmodel, じんたいもけい
0527, 3100, 775, microscope, Ftr_1x1_Floor, FtrMicroscope, けんびきょう
052E, 3900, 975, skeleton, Ftr_1x1_Floor, FtrSchoolSkeleton, こっかくひょうほん
0530, 1100, 275, school desk, Ftr_1x1_Floor, FtrSchoolTableS, がっこうのつくえ
0531, 3400, 850, podium, Ftr_1x1_Floor, FtrLectern, こうえんだい
0532, 2000, 500, basic teacher's desk, Ftr_2x1_Floor, FtrSchoolTeachertable, きょうたく
0544, 870, 217, hamster cage, Ftr_1x1_Floor, FtrHamstercage, ハムスターのかご
055E, 720, 180, sea snail, Kind_ShellDrift, ShellDriftEbisu, エビスガイ
055F, 1200, 300, venus comb, Kind_ShellDrift, ShellDriftHone, ホネガイ
0560, 2800, 700, conch, Kind_ShellDrift, ShellDriftHora, ホラガイ
0563, 480, 120, sand dollar, Kind_ShellDrift, ShellDriftSanddollar, サンドダラー
0564, 2000, 500, coral, Kind_ShellDrift, ShellDriftSango, サンゴ
0565, 3600, 900, giant clam, Kind_ShellDrift, ShellDriftSyako, シャコガイ
0566, 240, 60, cowrie, Kind_ShellDrift, ShellDriftTakara, タカラガイ
